TIRF Data File: Project 1792; Run 29; ISO False; ID IVMgsU9
ET	V	SA	IA	RL	FX	FY	FZ	MX	MZ	NFX	NFY	P	N	HT	RE	SR	TSTO	TSTC	TSTI	TSTSI	RST	CFZ	CV	CSA	CSR	CP	CIA	AmbTmp	BELTX
s	kph	deg	deg	cm	N	N	N	Nm	Nm	none	none	psi	rpm	Nm	cm	SAE	deg c	deg c	deg c	deg c	deg c	N	kph	deg	none	psi	deg	deg c	cm
61.65	0.22	0.016	-0.008	32.33	-11828.14	283.99	-3096.70	56.34	-159.26	3.82	-0.09	19.29	-0.15	-4104.72	-391.72	-1.08	26.43	24.37	25.92	29.86	21.69	-3112.87	1.66	0.000	10.00	19.00	0.000	26.85	2.84
61.66	0.28	0.018	0.003	32.33	-12084.67	281.94	-3104.24	54.73	-161.21	3.89	-0.09	19.29	-0.03	-4175.52	-2590.80	-1.01	26.46	24.35	25.92	29.81	21.71	-3112.87	1.66	0.000	10.00	19.00	0.000	26.83	2.94
61.67	0.30	0.019	-0.002	32.33	-12238.30	288.22	-3119.93	60.70	-182.28	3.92	-0.09	19.32	0.09	-2796.13	841.29	-0.96	26.44	24.37	25.87	29.81	21.72	-3112.87	1.66	0.000	10.00	19.00	0.000	26.83	3.10
61.68	0.28	0.022	0.003	32.32	-10845.98	300.15	-3176.31	88.00	-304.26	3.41	-0.09	19.30	0.09	-467.04	788.50	-0.96	26.51	24.38	25.85	29.78	21.72	-3112.87	1.66	0.000	10.00	19.00	0.000	26.84	3.33
61.69	0.39	0.047	-0.002	32.32	-7515.89	188.20	-3293.46	85.83	-321.13	2.28	-0.06	19.30	3.51	-233.89	29.45	0.10	26.51	24.37	25.83	29.76	21.74	-3112.87	1.66	0.000	10.00	19.00	0.000	26.84	3.59
61.70	0.56	0.051	0.003	32.32	-4095.91	109.25	-3386.81	106.58	-46.81	1.21	-0.03	19.33	7.29	-742.92	20.27	0.59	26.52	24.34	25.83	29.75	21.75	-3112.87	1.66	0.000	10.00	19.00	0.000	26.83	3.80
61.71	0.71	0.050	0.010	32.31	-2150.79	20.67	-3291.72	79.06	317.92	0.65	-0.01	19.36	5.95	-1105.47	31.48	0.03	26.52	24.33	25.82	29.73	21.77	-3112.87	1.66	0.000	10.00	19.00	0.000	26.84	4.01
61.72	0.73	0.038	-0.000	32.32	-2090.67	-15.83	-3183.97	57.00	359.74	0.66	0.00	19.40	4.61	-1332.52	42.26	-0.24	26.55	24.30	25.83	29.73	21.77	-3112.87	1.66	0.000	10.00	19.00	0.000	26.85	4.22
61.73	0.76	0.031	-0.005	32.32	-3349.66	59.79	-3152.18	101.83	63.90	1.06	-0.02	19.38	4.24	-1621.82	47.65	-0.32	26.60	24.30	25.82	29.78	21.76	-3112.87	1.66	0.000	10.00	19.00	0.000	26.83	4.43
61.74	0.77	0.019	-0.010	32.32	-4810.92	113.35	-3081.99	109.33	-232.16	1.56	-0.04	19.37	4.24	-2014.89	48.23	-0.33	26.65	24.26	25.83	29.73	21.77	-3112.87	1.66	0.000	10.00	19.00	0.000	26.83	4.63
61.75	0.77	0.026	-0.006	32.32	-5652.34	57.65	-3054.63	90.35	-234.89	1.85	-0.02	19.34	4.24	-2387.20	48.23	-0.33	26.67	24.25	25.82	29.73	21.78	-3112.87	1.66	0.000	10.00	19.00	0.000	26.85	4.78
61.76	0.74	0.035	-0.003	32.32	-6114.06	-15.90	-3066.31	76.50	-67.87	1.99	0.01	19.33	4.36	-2663.08	45.19	-0.28	26.68	24.24	25.80	29.73	21.76	-3112.87	1.66	0.000	10.00	19.00	0.000	26.85	4.87
61.77	0.66	0.031	-0.005	32.31	-6689.05	-44.55	-3085.70	77.65	34.38	2.17	0.01	19.31	4.36	-2812.00	40.09	-0.19	26.73	24.22	25.87	29.78	21.75	-3112.87	1.66	0.000	10.00	19.00	0.000	26.84	4.90
61.78	0.55	0.020	-0.003	32.32	-7431.92	-62.04	-3094.36	75.49	12.53	2.40	0.02	19.30	4.49	-2766.84	32.40	-0.00	26.72	24.20	25.83	29.79	21.73	-3112.87	1.66	0.000	10.00	19.00	0.000	26.84	4.93
61.79	0.39	0.019	-0.000	32.31	-7943.76	-51.86	-3076.80	71.82	-99.64	2.58	0.02	19.28	3.75	-1542.48	27.54	0.17	26.72	24.22	25.83	29.83	21.70	-3112.87	1.66	0.000	10.00	19.00	0.000	26.86	5.01
61.80	0.20	0.023	-0.005	32.31	-7098.63	-11.87	-3116.26	73.59	-261.79	2.28	0.00	19.28	2.78	-597.65	19.44	0.66	26.70	24.25	25.87	29.83	21.68	-3112.87	1.66	0.000	10.00	19.00	0.000	26.84	5.14
61.81	0.24	0.026	-0.000	32.31	-5100.22	12.75	-3208.97	90.95	-237.19	1.59	-0.00	19.25	4.24	-695.31	15.06	1.15	26.68	24.22	25.83	29.81	21.65	-3112.87	1.66	0.000	10.00	19.00	0.000	26.84	5.29
61.82	0.33	0.037	-0.003	32.31	-3293.75	-16.11	-3255.83	91.74	-11.85	1.01	0.00	19.22	4.97	-1038.33	17.81	0.81	26.64	24.24	25.82	29.79	21.64	-3112.87	1.66	0.000	10.00	19.00	0.000	26.86	5.43
61.83	0.40	0.039	0.001	32.31	-2426.09	-42.71	-3206.55	87.59	228.30	0.76	0.01	19.19	4.36	-1267.82	24.26	0.33	26.64	24.26	25.78	29.79	21.64	-3112.87	1.66	0.000	8.17	19.00	0.000	26.86	5.56
61.84	0.47	0.025	-0.002	32.31	-2670.85	-30.62	-3153.76	84.84	228.17	0.85	0.01	19.16	3.51	-1399.65	35.78	-0.10	26.72	24.26	25.82	29.76	21.63	-3112.87	1.66	0.000	8.17	19.00	0.000	26.84	5.69
61.85	0.49	0.019	-0.003	32.32	-3724.59	50.78	-3106.92	113.09	-2.01	1.20	-0.02	19.14	3.27	-1593.75	39.97	-0.19	26.70	24.25	25.83	29.76	21.66	-3112.87	1.66	0.000	6.33	19.00	0.000	26.85	5.81
61.86	0.45	0.010	-0.002	32.32	-4838.30	78.42	-3065.45	112.18	-229.14	1.58	-0.03	19.14	3.14	-1846.43	38.38	-0.16	26.72	24.23	25.85	29.78	21.68	-3112.87	1.66	0.000	6.33	19.00	0.000	26.87	5.92
61.87	0.45	0.019	-0.000	32.32	-5425.05	19.96	-3061.34	95.89	-234.16	1.77	-0.01	19.11	3.27	-2094.23	36.95	-0.13	26.68	24.26	25.85	29.81	21.69	-3112.87	1.66	0.000	4.50	19.00	0.000	26.86	6.00
61.88	0.45	0.023	-0.002	32.31	-5635.87	-47.31	-3084.92	86.16	-91.28	1.83	0.02	19.11	3.39	-2262.69	34.89	-0.07	26.73	24.25	25.83	29.81	21.70	-3112.87	1.66	0.000	4.50	19.00	0.000	26.85	6.05
61.89	0.42	0.022	-0.002	32.31	-5829.22	-99.93	-3100.26	75.70	33.85	1.88	0.03	19.11	3.27	-2327.39	33.92	-0.05	26.75	24.27	25.85	29.78	21.71	-3112.87	1.66	0.000	2.67	19.00	0.000	26.86	6.09
61.90	0.28	0.015	0.001	32.31	-6263.80	-118.50	-3100.36	68.05	23.17	2.02	0.04	19.11	3.27	-2344.48	22.58	0.43	26.73	24.27	25.82	29.78	21.73	-3112.87	1.66	0.000	2.67	19.00	0.000	26.86	6.12
61.91	0.14	0.007	0.001	32.31	-6875.23	-75.24	-3075.52	71.09	-98.42	2.24	0.02	19.12	3.02	-2382.32	12.15	1.66	26.72	24.28	25.83	29.78	21.76	-3112.87	1.66	0.000	0.83	19.00	0.000	26.85	6.15
69.17	-0.00	0.013	0.005	32.41	-29.38	371.11	-3082.81	50.67	-29.69	0.01	-0.12	19.06	-0.03	-3.17	10.55	2.07	26.86	25.10	26.22	29.92	22.08	-3112.87	1.66	0.000	10.00	19.00	0.000	26.87	0.00
69.18	0.02	0.016	-0.003	32.42	-22.17	369.52	-3085.57	51.43	-28.65	0.01	-0.12	19.08	-0.03	-14.16	-162.87	-1.20	26.86	25.10	26.23	29.94	22.06	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.19	0.01	0.015	-0.003	32.42	-21.26	371.73	-3082.85	49.69	-27.51	0.01	-0.12	19.08	-0.15	-4.39	-14.41	-3.25	26.86	25.11	26.22	29.97	22.03	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.20	0.01	0.013	-0.002	32.42	-29.11	370.70	-3083.97	50.23	-28.30	0.01	-0.12	19.11	-0.27	-6.84	-7.96	-5.07	26.89	25.11	26.20	29.97	22.01	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.21	-0.00	0.019	0.005	32.42	-35.06	369.95	-3084.96	50.71	-30.50	0.01	-0.12	19.10	0.09	-5.62	-3.21	-11.10	26.93	25.11	26.20	29.96	22.01	-3112.87	1.66	0.000	10.00	19.00	0.000	26.87	0.00
69.22	0.01	0.009	0.001	32.42	-34.39	370.84	-3082.49	50.00	-30.09	0.01	-0.12	19.11	-0.15	-6.84	-14.41	-3.25	26.89	25.11	26.17	30.00	22.04	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.23	-0.02	0.015	-0.000	32.42	-28.57	369.61	-3083.87	49.96	-29.23	0.01	-0.12	19.13	-0.15	-10.50	34.81	-0.07	26.86	25.08	26.20	30.09	22.08	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.24	-0.02	0.012	-0.005	32.42	-24.29	370.57	-3084.16	50.88	-27.98	0.01	-0.12	19.11	0.34	-6.84	-15.52	-3.09	26.88	25.06	26.22	30.12	22.11	-3112.87	1.66	0.000	10.00	19.00	0.000	26.87	0.00
69.25	0.02	0.016	-0.002	32.42	-25.69	369.50	-3083.73	49.32	-28.17	0.01	-0.12	19.11	-0.03	-10.50	-162.87	-1.20	26.86	25.06	26.23	30.13	22.13	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.26	-0.00	0.019	-0.002	32.42	-32.17	370.64	-3086.04	50.46	-30.07	0.01	-0.12	19.14	-0.39	0.49	0.76	41.58	26.89	25.04	26.22	30.15	22.16	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.27	0.02	0.009	0.004	32.42	-34.29	371.00	-3086.16	51.11	-30.05	0.01	-0.12	19.14	0.09	0.49	49.57	-0.35	26.91	25.00	26.23	30.12	22.16	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.28	-0.02	0.022	-0.005	32.42	-23.57	370.52	-3087.60	51.32	-28.20	0.01	-0.12	19.15	0.09	7.81	-55.99	-1.58	26.91	25.03	26.25	30.13	22.16	-3112.87	1.66	0.000	10.00	19.00	0.000	26.87	0.00
69.29	0.01	0.009	-0.002	32.42	-5.57	371.90	-3086.15	51.99	-26.56	0.00	-0.12	19.14	-0.15	2.93	-14.41	-3.25	26.96	25.01	26.23	30.15	22.15	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.30	0.01	0.013	0.008	32.42	8.05	370.21	-3085.63	52.04	-26.21	-0.00	-0.12	19.15	-0.27	10.25	-7.96	-5.07	26.97	24.98	26.25	30.13	22.17	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.31	0.01	0.018	0.008	32.41	18.87	371.42	-3088.60	53.94	-23.68	-0.01	-0.12	19.16	-0.03	7.81	-76.16	-1.43	26.96	24.97	26.22	30.18	22.17	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.32	0.02	0.007	-0.002	32.42	22.61	370.91	-3090.28	54.78	-23.43	-0.01	-0.12	19.18	-0.03	7.81	-162.87	-1.20	26.96	24.97	26.20	30.17	22.18	-3112.87	1.66	0.000	10.00	19.00	0.000	26.87	0.00
69.33	0.02	0.020	0.008	32.41	24.77	371.53	-3091.80	56.24	-22.79	-0.01	-0.12	19.18	-0.03	10.25	-162.87	-1.20	26.93	24.96	26.20	30.17	22.20	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.34	-0.00	0.015	-0.000	32.41	24.87	371.04	-3094.21	56.55	-22.76	-0.01	-0.12	19.16	-0.03	7.81	10.55	2.07	26.91	24.97	26.20	30.17	22.22	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.35	0.01	0.007	-0.002	32.41	29.99	369.88	-3094.57	57.00	-20.39	-0.01	-0.12	19.16	-0.03	11.47	-76.16	-1.43	26.93	24.99	26.20	30.18	22.24	-3112.87	1.66	0.000	10.00	19.00	0.000	26.87	0.00
69.36	0.01	0.012	-0.003	32.42	34.35	370.96	-3094.69	57.30	-18.46	-0.01	-0.12	19.16	-0.03	13.92	-76.16	-1.43	26.94	25.00	26.22	30.18	22.25	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.37	0.01	0.013	-0.008	32.42	30.88	369.68	-3095.11	58.37	-18.61	-0.01	-0.12	19.16	0.09	15.14	23.18	0.40	26.99	25.03	26.25	30.12	22.26	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.38	-0.00	0.010	0.003	32.41	29.31	372.48	-3096.04	58.96	-19.51	-0.01	-0.12	19.15	0.09	2.93	-3.21	-11.09	26.99	25.02	26.18	30.17	22.26	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.39	0.01	0.022	0.001	32.41	28.05	372.43	-3095.05	58.83	-19.65	-0.01	-0.12	19.14	0.09	15.14	23.18	0.40	26.97	25.05	26.17	30.17	22.26	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.40	0.01	0.016	-0.002	32.41	33.04	371.15	-3093.99	58.47	-17.97	-0.01	-0.12	19.14	0.09	9.03	23.18	0.40	27.02	25.05	26.20	30.12	22.25	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.41	-0.02	0.019	0.007	32.41	41.70	372.76	-3095.32	58.88	-16.08	-0.01	-0.12	19.15	-0.15	18.80	34.81	-0.07	26.99	25.06	26.23	30.15	22.23	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.42	-0.00	0.018	-0.005	32.42	41.70	371.01	-3094.31	58.51	-16.72	-0.01	-0.12	19.14	0.09	13.92	-3.21	-11.10	26.94	25.10	26.27	30.13	22.21	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.43	0.01	0.003	-0.000	32.42	39.53	370.08	-3095.35	58.41	-17.35	-0.01	-0.12	19.15	0.09	6.59	23.18	0.40	26.99	25.11	26.25	30.13	22.17	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.44	-0.00	0.016	-0.009	32.42	38.78	371.87	-3096.50	59.03	-17.79	-0.01	-0.12	19.14	-0.27	7.81	1.10	28.41	26.97	25.09	26.25	30.12	22.17	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.01
69.45	0.01	0.007	0.003	32.41	34.57	371.37	-3096.33	58.78	-17.09	-0.01	-0.12	19.13	-0.15	9.03	-14.41	-3.25	26.94	25.05	26.27	30.12	22.17	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.46	0.02	0.013	-0.008	32.42	29.51	368.57	-3093.93	57.99	-17.50	-0.01	-0.12	19.13	-0.03	4.15	-162.87	-1.20	26.91	25.02	26.27	30.10	22.18	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.47	0.01	0.010	0.007	32.41	26.63	371.69	-3092.81	58.96	-17.92	-0.01	-0.12	19.11	0.09	7.81	23.18	0.40	26.86	25.02	26.18	30.10	22.19	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.48	0.01	0.018	-0.000	32.42	25.23	371.23	-3094.88	58.61	-17.47	-0.01	-0.12	19.12	-0.15	7.81	-14.41	-3.25	26.89	24.99	26.22	30.07	22.20	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.49	0.01	0.013	-0.002	32.42	29.47	371.14	-3092.48	57.67	-16.88	-0.01	-0.12	19.11	-0.15	7.81	-14.41	-3.25	26.84	24.98	26.22	30.05	22.19	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.50	0.02	0.016	0.004	32.41	29.51	370.34	-3093.86	58.22	-17.50	-0.01	-0.12	19.10	0.09	7.81	49.57	-0.35	26.83	24.98	26.20	30.09	22.21	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.51	0.01	0.015	0.004	32.41	26.45	371.44	-3098.35	59.67	-18.63	-0.01	-0.12	19.09	-0.15	9.03	-14.41	-3.25	26.84	24.97	26.20	30.05	22.21	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.52	0.01	0.012	0.001	32.41	27.44	372.50	-3098.81	60.60	-17.46	-0.01	-0.12	19.08	-0.03	4.15	-76.16	-1.43	26.80	24.88	26.23	30.05	22.22	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.53	0.01	0.010	-0.010	32.42	31.77	371.83	-3095.23	58.89	-16.83	-0.01	-0.12	19.09	-0.03	12.70	-76.16	-1.43	26.75	24.91	26.23	30.10	22.24	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.54	-0.00	0.018	-0.002	32.41	34.52	368.85	-3092.75	57.19	-17.75	-0.01	-0.12	19.07	-0.03	13.92	10.55	2.07	26.68	24.92	26.23	30.10	22.24	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.55	-0.02	0.012	-0.002	32.42	38.86	369.99	-3096.54	58.56	-17.76	-0.01	-0.12	19.09	-0.27	18.80	19.22	0.69	26.67	24.89	26.22	30.07	22.26	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.56	0.01	0.018	0.001	32.41	40.30	369.04	-3096.76	58.96	-17.55	-0.01	-0.12	19.09	-0.03	11.47	-76.16	-1.43	26.67	24.88	26.23	30.04	22.28	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.57	0.01	0.006	0.003	32.41	35.97	371.41	-3092.98	58.34	-17.54	-0.01	-0.12	19.09	0.09	5.37	23.18	0.40	26.64	24.91	26.28	30.05	22.30	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.58	0.01	0.009	0.003	32.42	31.77	371.40	-3095.15	58.65	-16.83	-0.01	-0.12	19.07	0.09	5.37	23.18	0.40	26.60	24.93	26.28	30.02	22.29	-3112.87	1.66	0.000	10.00	19.00	0.000	26.91	0.00
69.59	0.02	0.003	0.001	32.41	24.38	371.29	-3094.77	58.57	-18.59	-0.01	-0.12	19.06	-0.15	5.37	-30.81	-2.05	26.59	24.93	26.23	30.02	22.29	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.60	0.02	0.015	0.003	32.41	22.31	373.72	-3093.84	59.56	-18.55	-0.01	-0.12	19.06	-0.03	6.59	-162.87	-1.20	26.55	24.92	26.27	30.07	22.30	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.61	-0.00	0.012	0.001	32.42	24.55	370.22	-3091.51	57.93	-17.88	-0.01	-0.12	19.05	0.22	7.81	-1.39	-24.26	26.59	24.98	26.23	30.07	22.30	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.62	-0.00	0.015	0.005	32.41	30.91	371.55	-3097.45	59.54	-17.31	-0.01	-0.12	19.05	-0.15	10.25	2.00	15.24	26.57	25.00	26.20	30.05	22.30	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.63	0.01	0.013	-0.005	32.42	27.45	373.31	-3092.83	58.81	-18.10	-0.01	-0.12	19.05	-0.03	12.70	-76.16	-1.43	26.60	24.98	26.20	30.09	22.27	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.64	0.04	0.012	-0.000	32.41	29.56	370.09	-3091.47	57.27	-17.48	-0.01	-0.12	19.07	0.09	5.37	102.35	-0.68	26.67	24.93	26.20	30.09	22.25	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.65	0.01	0.016	-0.005	32.42	30.19	371.09	-3094.32	59.78	-17.74	-0.01	-0.12	19.06	0.09	16.36	23.18	0.40	26.67	24.92	26.22	30.12	22.24	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.66	-0.00	0.001	0.005	32.41	34.57	371.60	-3094.29	59.14	-17.73	-0.01	-0.12	19.06	0.09	16.36	-3.21	-11.10	26.68	24.96	26.23	30.09	22.24	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.67	-0.00	0.007	-0.002	32.42	38.05	370.03	-3095.51	59.05	-18.22	-0.01	-0.12	19.05	-0.03	7.81	10.55	2.07	26.72	24.98	26.23	30.09	22.25	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.68	0.01	0.007	-0.006	32.42	39.54	372.10	-3098.06	60.51	-17.35	-0.01	-0.12	19.05	0.22	13.92	10.06	2.22	26.75	24.94	26.25	30.05	22.26	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.69	0.02	0.015	0.005	32.41	38.86	372.70	-3094.15	58.74	-16.48	-0.01	-0.12	19.07	-0.03	5.37	-162.87	-1.20	26.73	24.99	26.27	30.05	22.25	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.70	0.03	0.018	0.003	32.41	33.12	372.57	-3095.31	59.52	-16.66	-0.01	-0.12	19.08	-0.15	6.59	-47.22	-1.69	26.80	25.00	26.25	30.10	22.25	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.71	0.03	0.015	0.001	32.41	25.86	370.21	-3091.42	57.90	-17.72	-0.01	-0.12	19.06	0.09	13.92	75.96	-0.57	26.83	24.99	26.32	30.09	22.22	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.72	0.02	0.012	-0.000	32.42	23.79	370.17	-3091.67	58.58	-18.32	-0.01	-0.12	19.08	-0.27	20.02	-17.02	-2.91	26.86	24.99	26.32	30.07	22.18	-3112.87	1.66	0.000	10.00	19.00	0.000	26.91	0.00
69.73	-0.00	0.012	-0.000	32.41	28.07	371.31	-3095.38	59.92	-17.71	-0.01	-0.12	19.09	0.09	13.92	-3.21	-11.10	26.88	24.98	26.35	30.04	22.13	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.74	0.01	0.018	0.001	32.42	26.77	371.44	-3092.10	59.49	-18.51	-0.01	-0.12	19.10	0.09	13.92	23.18	0.40	26.94	24.94	26.32	30.04	22.10	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.75	0.01	0.013	0.008	32.41	28.74	371.77	-3092.81	58.96	-17.30	-0.01	-0.12	19.10	-0.15	10.25	-14.41	-3.25	26.94	24.93	26.35	30.04	22.08	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.76	0.01	0.016	0.005	32.41	31.58	370.48	-3091.75	58.58	-16.91	-0.01	-0.12	19.11	-0.03	4.15	-76.16	-1.43	26.94	24.93	26.37	30.05	22.08	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.77	0.01	0.009	0.004	32.41	31.05	370.42	-3091.94	58.60	-17.26	-0.01	-0.12	19.12	0.09	17.58	23.18	0.40	26.94	24.96	26.40	30.07	22.07	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.78	0.02	0.018	-0.005	32.42	33.00	372.18	-3090.58	58.28	-17.99	-0.01	-0.12	19.13	-0.03	16.36	-162.87	-1.20	26.93	25.00	26.33	30.05	22.07	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.79	0.02	0.018	-0.008	32.42	37.36	369.78	-3092.11	58.63	-17.35	-0.01	-0.12	19.14	-0.03	11.47	-162.87	-1.20	26.94	24.99	26.40	30.04	22.08	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.80	0.01	0.015	-0.002	32.42	40.30	371.25	-3091.09	58.73	-16.91	-0.01	-0.12	19.15	-0.03	16.36	-76.16	-1.43	26.94	25.01	26.40	30.04	22.09	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.81	0.01	0.009	0.001	32.42	35.33	372.55	-3092.06	59.12	-16.65	-0.01	-0.12	19.14	0.22	4.15	10.06	2.22	26.97	25.00	26.35	30.00	22.10	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.82	0.01	0.007	-0.002	32.42	28.70	371.29	-3094.37	60.45	-17.32	-0.01	-0.12	19.14	0.09	5.37	23.18	0.40	27.04	25.03	26.35	30.00	22.11	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.83	0.02	0.018	-0.005	32.42	22.34	369.91	-3090.28	57.78	-17.89	-0.01	-0.12	19.14	-0.15	4.15	-30.81	-2.05	26.97	25.02	26.37	29.97	22.12	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.84	-0.02	0.013	0.004	32.42	25.27	369.29	-3090.56	58.20	-17.45	-0.01	-0.12	19.16	-0.03	11.47	183.97	-0.82	26.97	25.03	26.40	29.96	22.13	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.85	0.02	0.010	-0.002	32.42	25.28	372.35	-3094.05	59.37	-18.09	-0.01	-0.12	19.19	-0.03	11.47	-162.87	-1.20	26.97	25.04	26.37	29.94	22.12	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.86	-0.02	0.016	0.001	32.42	28.16	369.12	-3088.26	57.27	-17.68	-0.01	-0.12	19.19	0.09	5.37	-55.99	-1.58	26.99	25.04	26.37	29.89	22.14	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.87	0.01	0.009	-0.003	32.42	28.83	371.21	-3092.05	59.51	-17.27	-0.01	-0.12	19.16	-0.15	2.93	-14.41	-3.25	27.02	25.06	26.35	29.89	22.15	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.88	0.01	0.018	0.001	32.42	29.59	371.40	-3089.36	57.91	-16.18	-0.01	-0.12	19.16	-0.15	11.47	-14.41	-3.25	27.05	25.08	26.30	29.91	22.15	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.89	0.01	0.012	-0.002	32.42	25.28	372.32	-3090.21	57.62	-17.45	-0.01	-0.12	19.15	-0.03	5.37	-76.16	-1.43	27.07	25.12	26.32	29.88	22.14	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.90	0.01	0.010	-0.000	32.41	28.65	370.25	-3092.09	59.88	-17.98	-0.01	-0.12	19.14	-0.03	7.81	-76.16	-1.43	27.04	25.11	26.32	29.88	22.15	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
69.91	0.01	0.019	-0.003	32.42	31.69	370.05	-3092.22	59.25	-18.79	-0.01	-0.12	19.13	-0.03	12.70	-76.16	-1.43	27.01	25.12	26.30	29.88	22.13	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.92	-0.00	0.015	0.004	32.42	41.01	370.43	-3091.05	58.49	-16.49	-0.01	-0.12	19.13	-0.03	4.15	10.55	2.07	26.97	25.16	26.25	29.88	22.13	-3112.87	1.66	0.000	10.00	19.00	0.000	26.88	0.00
69.93	0.02	0.016	-0.000	32.42	41.06	370.21	-3089.99	58.35	-16.47	-0.01	-0.12	19.11	-0.27	12.70	-17.02	-2.90	26.97	25.18	26.20	29.91	22.12	-3112.87	1.66	0.000	10.00	19.00	0.000	26.89	0.00
69.94	-0.02	0.013	-0.003	32.42	34.61	370.09	-3090.06	58.98	-17.71	-0.01	-0.12	19.13	-0.03	4.15	183.97	-0.82	26.99	25.18	26.25	29.89	22.13	-3112.87	1.66	0.000	10.00	19.00	0.000	26.90	0.00
